Graph#,dirname,filename,class,genus,species,interaction_type,definition_of_interaction,edge_wt_type,geographical_location,data_record_technique,time_span,resolution,time_span_per_day,population_type,attributes_available,Citation,
222,gartersnake_proximity_weighted,skinner_gartersnake03.graphml,Reptilia,Thamnophis,butleri,Proximity,spatial proximity of 50m and temporal proximity of 5 days,probability of association,"Windsor, Ontario, Canada",mark-capture-recapture,12 years,NA,NA,free-ranging,"Sex, Weight, Snout-Vent length","Skinner, M., Hazell, M., Jameson, J., & Lougheed, S. C. (n.d.). Social networks reveal sex- and age-patterned social structure in Butler’s Gartersnakes (Thamnophis Butleri). Behavioral Ecology. https://doi.org/10.1093/beheco/arad095",
223,gartersnake_proximity_weighted,skinner_gartersnake04.graphml,Reptilia,Thamnophis,butleri,Proximity,spatial proximity of 50m and temporal proximity of 5 days,probability of association,"Windsor, Ontario, Canada",mark-capture-recapture,12 years,NA,NA,free-ranging,"Sex, Weight, Snout-Vent length","Skinner, M., Hazell, M., Jameson, J., & Lougheed, S. C. (n.d.). Social networks reveal sex- and age-patterned social structure in Butler’s Gartersnakes (Thamnophis Butleri). Behavioral Ecology. https://doi.org/10.1093/beheco/arad095",
224,baboon_proximity_weighted,pritchard_baboon01.graphml,Mammalia,Papio,anubis,Proximity,close spatial proximity of a 2m radius ,rate (duration and frequency),"Laikipia, Kenya",Focal_sampling,982 focal hours,NA,10 minutes,free-ranging,Sex,"Pritchard, Alexander J., et al. “Individual Differences in Coping Styles and Associations with Social Structure in Wild Baboons (Papio Anubis).” Animal Behaviour, vol. 198, Apr. 2023, pp. 59–72, https://doi.org/10.1016/j.anbehav.2023.01.011. Accessed 2 Mar. 2023.",
225,baboon_proximity_weighted,pritchard_baboon02.graphml,Mammalia,Papio,anubis,Proximity,spatial proximity of a 5m radius,rate (duration and frequency),"Laikipia, Kenya",Focal_sampling,982 focal hours,NA,10 minutes,free-ranging,Sex,"Pritchard, Alexander J., et al. “Individual Differences in Coping Styles and Associations with Social Structure in Wild Baboons (Papio Anubis).” Animal Behaviour, vol. 198, Apr. 2023, pp. 59–72, https://doi.org/10.1016/j.anbehav.2023.01.011. Accessed 2 Mar. 2023.",
226,baboon_grooming_weighted,pritchard_baboon03.graphml,Mammalia,Papio,anubis,Grooming,grooming behaviour (physical contact),rate (duration and frequency),"Laikipia, Kenya",Focal_sampling,982 focal hours,NA,10 minutes,free-ranging,Sex,"Pritchard, Alexander J., et al. “Individual Differences in Coping Styles and Associations with Social Structure in Wild Baboons (Papio Anubis).” Animal Behaviour, vol. 198, Apr. 2023, pp. 59–72, https://doi.org/10.1016/j.anbehav.2023.01.011. Accessed 2 Mar. 2023.",
227,baboon_dominance_weighted,pritchard_baboon04.graphml,Mammalia,Papio,anubis,Dominance,physical contact aggression,rate (duration and frequency),"Laikipia, Kenya",Focal_sampling,982 focal hours,NA,10 minutes,free-ranging,Sex,"Pritchard, Alexander J., et al. “Individual Differences in Coping Styles and Associations with Social Structure in Wild Baboons (Papio Anubis).” Animal Behaviour, vol. 198, Apr. 2023, pp. 59–72, https://doi.org/10.1016/j.anbehav.2023.01.011. Accessed 2 Mar. 2023.",
228,baboon_proximity_weighted,pritchard_baboon05.graphml,Mammalia,Papio,anubis,Proximity,close spatial proximity of a 2m radius ,rate (duration and frequency),"Laikipia, Kenya",Focal_sampling,982 focal hours,NA,10 minutes,free-ranging,Sex,"Pritchard, Alexander J., et al. “Individual Differences in Coping Styles and Associations with Social Structure in Wild Baboons (Papio Anubis).” Animal Behaviour, vol. 198, Apr. 2023, pp. 59–72, https://doi.org/10.1016/j.anbehav.2023.01.011. Accessed 2 Mar. 2023.",
229,baboon_proximity_weighted,pritchard_baboon06.graphml,Mammalia,Papio,anubis,Proximity,spatial proximity of a 5m radius,rate (duration and frequency),"Laikipia, Kenya",Focal_sampling,982 focal hours,NA,10 minutes,free-ranging,Sex,"Pritchard, Alexander J., et al. “Individual Differences in Coping Styles and Associations with Social Structure in Wild Baboons (Papio Anubis).” Animal Behaviour, vol. 198, Apr. 2023, pp. 59–72, https://doi.org/10.1016/j.anbehav.2023.01.011. Accessed 2 Mar. 2023.",
230,baboon_grooming_weighted,pritchard_baboon07.graphml,Mammalia,Papio,anubis,Grooming,grooming behaviour (physical contact),rate (duration and frequency),"Laikipia, Kenya",Focal_sampling,982 focal hours,NA,10 minutes,free-ranging,Sex,"Pritchard, Alexander J., et al. “Individual Differences in Coping Styles and Associations with Social Structure in Wild Baboons (Papio Anubis).” Animal Behaviour, vol. 198, Apr. 2023, pp. 59–72, https://doi.org/10.1016/j.anbehav.2023.01.011. Accessed 2 Mar. 2023.",
231,baboon_grooming_weighted,pritchard_baboon08.graphml,Mammalia,Papio,anubis,Grooming,grooming behaviour (physical contact),rate (duration and frequency),"Laikipia, Kenya",Focal_sampling,982 focal hours,NA,10 minutes,free-ranging,Sex,"Pritchard, Alexander J., et al. “Individual Differences in Coping Styles and Associations with Social Structure in Wild Baboons (Papio Anubis).” Animal Behaviour, vol. 198, Apr. 2023, pp. 59–72, https://doi.org/10.1016/j.anbehav.2023.01.011. Accessed 2 Mar. 2023.",
232,baboon_dominance_weighted,pritchard_baboon09.graphml,Mammalia,Papio,anubis,Dominance,physical contact aggression,rate (duration and frequency),"Laikipia, Kenya",Focal_sampling,982 focal hours,NA,10 minutes,free-ranging,Sex,"Pritchard, Alexander J., et al. “Individual Differences in Coping Styles and Associations with Social Structure in Wild Baboons (Papio Anubis).” Animal Behaviour, vol. 198, Apr. 2023, pp. 59–72, https://doi.org/10.1016/j.anbehav.2023.01.011. Accessed 2 Mar. 2023.",
233,orca_synchronous_weighted,weiss_orca.graphml,Mammalia,Orcinus,orca,Proximity/ synchronous breathing,individuals surfacing synchronously or successively within one body length,frequency,"Washington & British Columbia, Canada",Photographic_survey,5 years,NA,NA,free-ranging,NA,"Weiss, M.N. et al. (2020) ‘Modelling cetacean morbillivirus outbreaks in an endangered killer whale population’, Biological Conservation, 242, p. 108398. doi:10.1016/j.biocon.2019.108398.",
234,stickleback_proximity_weighted,neumann_stickleback01.graphml,Actinopterygii,Gasterosteus,aculeatus,Proximity,two individuals were within one body length of one another,frequency,"University of Illinois, USA",Video,NA,NA,NA,captive,"length (mm), latency to emergence (boldness), distance swam (m)","Neumann, K.M. and Bell, A.M. (2023) ‘Social network differences and phenotypic divergence between stickleback ecotypes’, Behavioral Ecology, 34(3), pp. 437–445. doi:10.1093/beheco/arad009.",
235,stickleback_proximity_weighted,neumann_stickleback02.graphml,Actinopterygii,Gasterosteus,aculeatus,Proximity,two individuals were within one body length of one another,frequency,"University of Illinois, USA",Video,NA,NA,NA,captive,"length (mm), latency to emergence (boldness), distance swam (m)","Neumann, K.M. and Bell, A.M. (2023) ‘Social network differences and phenotypic divergence between stickleback ecotypes’, Behavioral Ecology, 34(3), pp. 437–445. doi:10.1093/beheco/arad009.",
236,stickleback_proximity_weighted,neumann_stickleback03.graphml,Actinopterygii,Gasterosteus,aculeatus,Proximity,two individuals were within one body length of one another,frequency,"University of Illinois, USA",Video,NA,NA,NA,captive,"length (mm), latency to emergence (boldness), distance swam (m)","Neumann, K.M. and Bell, A.M. (2023) ‘Social network differences and phenotypic divergence between stickleback ecotypes’, Behavioral Ecology, 34(3), pp. 437–445. doi:10.1093/beheco/arad009.",
237,tucotuco_association_weighted,obrien_tucotuco01.graphml,Mammalia,Ctenomys,opimus,Spatial_assocation,spatial overlap,frequency,"Monumento Natural Laguna de los Pozuelos, Jujuy Province, Argentina",mark-capture-recapture,5 years,NA,24 hours for 15 days,free-ranging,sex,"O’Brien, S.L. et al. (2021) ‘Multi-year assessment of variability in spatial and social relationships in a subterranean rodent, the Highland Tuco-tuco (Ctenomys opimus)’, Behavioral Ecology and Sociobiology, 75(6). doi:10.1007/s00265-021-03034-z.",
238,tucotuco_association_weighted,obrien_tucotuco02.graphml,Mammalia,Ctenomys,opimus,Spatial_assocation,spatial overlap,frequency,"Monumento Natural Laguna de los Pozuelos, Jujuy Province, Argentina",mark-capture-recapture,5 years,NA,24 hours for 15 days,free-ranging,sex,"O’Brien, S.L. et al. (2021) ‘Multi-year assessment of variability in spatial and social relationships in a subterranean rodent, the Highland Tuco-tuco (Ctenomys opimus)’, Behavioral Ecology and Sociobiology, 75(6). doi:10.1007/s00265-021-03034-z.",
239,tucotuco_association_weighted,obrien_tucotuco03.graphml,Mammalia,Ctenomys,opimus,Spatial_assocation,spatial overlap,frequency,"Monumento Natural Laguna de los Pozuelos, Jujuy Province, Argentina",mark-capture-recapture,5 years,NA,24 hours for 15 days,free-ranging,sex,"O’Brien, S.L. et al. (2021) ‘Multi-year assessment of variability in spatial and social relationships in a subterranean rodent, the Highland Tuco-tuco (Ctenomys opimus)’, Behavioral Ecology and Sociobiology, 75(6). doi:10.1007/s00265-021-03034-z.",
240,tucotuco_association_weighted,obrien_tucotuco04.graphml,Mammalia,Ctenomys,opimus,Spatial_assocation,spatial overlap,frequency,"Monumento Natural Laguna de los Pozuelos, Jujuy Province, Argentina",mark-capture-recapture,5 years,NA,24 hours for 15 days,free-ranging,sex,"O’Brien, S.L. et al. (2021) ‘Multi-year assessment of variability in spatial and social relationships in a subterranean rodent, the Highland Tuco-tuco (Ctenomys opimus)’, Behavioral Ecology and Sociobiology, 75(6). doi:10.1007/s00265-021-03034-z.",
241,tucotuco_association_weighted,obrien_tucotuco05.graphml,Mammalia,Ctenomys,opimus,Spatial_assocation,spatial overlap,frequency,"Monumento Natural Laguna de los Pozuelos, Jujuy Province, Argentina",mark-capture-recapture,5 years,NA,24 hours for 15 days,free-ranging,sex,"O’Brien, S.L. et al. (2021) ‘Multi-year assessment of variability in spatial and social relationships in a subterranean rodent, the Highland Tuco-tuco (Ctenomys opimus)’, Behavioral Ecology and Sociobiology, 75(6). doi:10.1007/s00265-021-03034-z.",
242,chacmababoon_proximity_weighted,roatti_baboon01.graphml,Mammalia,Papio,ursinus,Proximity,within 10m of focal individual,frequency,"Namib Desert, Namibia",Scan_sampling,5 years,NA,dawn to dask ,free-ranging,"sex, age","Roatti, V. et al. (2023) ‘Social network inheritance and differentiation in wild baboons’, Royal Society Open Science, 10(5). doi:10.1098/rsos.230219.",
243,chacmababoon_proximity_weighted,roatti_baboon02.graphml,Mammalia,Papio,ursinus,Proximity,within 10m of focal individual,frequency,"Namib Desert, Namibia",Scan_sampling,5 years,NA,dawn to dask ,free-ranging,"sex, age","Roatti, V. et al. (2023) ‘Social network inheritance and differentiation in wild baboons’, Royal Society Open Science, 10(5). doi:10.1098/rsos.230219.",
244,chacmababoon_proximity_weighted,roatti_baboon03.graphml,Mammalia,Papio,ursinus,Proximity,within 10m of focal individual,frequency,"Namib Desert, Namibia",Scan_sampling,5 years,NA,dawn to dask ,free-ranging,"sex, age","Roatti, V. et al. (2023) ‘Social network inheritance and differentiation in wild baboons’, Royal Society Open Science, 10(5). doi:10.1098/rsos.230219.",
245,chacmababoon_grooming_weighted,roatti_baboon04.graphml,Mammalia,Papio,ursinus,Grooming,grooming behaviour (physical contact),frequency,"Namib Desert, Namibia",ad-libitum ,5 years,NA,dawn to dask ,free-ranging,"sex, age","Roatti, V. et al. (2023) ‘Social network inheritance and differentiation in wild baboons’, Royal Society Open Science, 10(5). doi:10.1098/rsos.230219.",
246,chacmababoon_grooming_weighted,roatti_baboon05.graphml,Mammalia,Papio,ursinus,Grooming,grooming behaviour (physical contact),frequency,"Namib Desert, Namibia",ad-libitum ,5 years,NA,dawn to dask ,free-ranging,"sex, age","Roatti, V. et al. (2023) ‘Social network inheritance and differentiation in wild baboons’, Royal Society Open Science, 10(5). doi:10.1098/rsos.230219.",
247,chacmababoon_grooming_weighted,roatti_baboon06.graphml,Mammalia,Papio,ursinus,Grooming,grooming behaviour (physical contact),frequency,"Namib Desert, Namibia",ad-libitum ,5 years,NA,dawn to dask ,free-ranging,"sex, age","Roatti, V. et al. (2023) ‘Social network inheritance and differentiation in wild baboons’, Royal Society Open Science, 10(5). doi:10.1098/rsos.230219.",
248,mongoose_grooming_weighted,kern_mongoose01.graphml,Mammalia,Helogale,parvula,Grooming, all observed grooming bouts lasting longer than 5 s that occurred between individuals aged 12 months and older,frequency," Sorabi Rock Lodge, Limpopo Province, South Africa",all_occurence_sampling,4 years,Na,NA,free-ranging,NA,"Kern, J.M., Radford, A.N. Strongly bonded individuals prefer to forage together in cooperatively breeding dwarf mongoose groups. Behav Ecol Sociobiol 75, 85 (2021). https://doi.org/10.1007/s00265-021-03025-0",
249,mongoose_grooming_weighted,kern_mongoose02.graphml,Mammalia,Helogale,parvula,Grooming, all observed grooming bouts lasting longer than 5 s that occurred between individuals aged 12 months and older,frequency," Sorabi Rock Lodge, Limpopo Province, South Africa",all_occurence_sampling,4 years,Na,NA,free-ranging,NA,"Kern, J.M., Radford, A.N. Strongly bonded individuals prefer to forage together in cooperatively breeding dwarf mongoose groups. Behav Ecol Sociobiol 75, 85 (2021). https://doi.org/10.1007/s00265-021-03025-0",
250,mongoose_grooming_weighted,kern_mongoose03.graphml,Mammalia,Helogale,parvula,Grooming, all observed grooming bouts lasting longer than 5 s that occurred between individuals aged 12 months and older,frequency," Sorabi Rock Lodge, Limpopo Province, South Africa",all_occurence_sampling,4 years,Na,NA,free-ranging,NA,"Kern, J.M., Radford, A.N. Strongly bonded individuals prefer to forage together in cooperatively breeding dwarf mongoose groups. Behav Ecol Sociobiol 75, 85 (2021). https://doi.org/10.1007/s00265-021-03025-0",
251,mongoose_grooming_weighted,kern_mongoose04.graphml,Mammalia,Helogale,parvula,Grooming, all observed grooming bouts lasting longer than 5 s that occurred between individuals aged 12 months and older,frequency," Sorabi Rock Lodge, Limpopo Province, South Africa",all_occurence_sampling,4 years,Na,NA,free-ranging,NA,"Kern, J.M., Radford, A.N. Strongly bonded individuals prefer to forage together in cooperatively breeding dwarf mongoose groups. Behav Ecol Sociobiol 75, 85 (2021). https://doi.org/10.1007/s00265-021-03025-0",
252,mongoose_grooming_weighted,kern_mongoose05.graphml,Mammalia,Helogale,parvula,Grooming, all observed grooming bouts lasting longer than 5 s that occurred between individuals aged 12 months and older,frequency," Sorabi Rock Lodge, Limpopo Province, South Africa",all_occurence_sampling,4 years,Na,NA,free-ranging,NA,"Kern, J.M., Radford, A.N. Strongly bonded individuals prefer to forage together in cooperatively breeding dwarf mongoose groups. Behav Ecol Sociobiol 75, 85 (2021). https://doi.org/10.1007/s00265-021-03025-0",
253,mongoose_grooming_weighted,kern_mongoose06.graphml,Mammalia,Helogale,parvula,Grooming, all observed grooming bouts lasting longer than 5 s that occurred between individuals aged 12 months and older,frequency," Sorabi Rock Lodge, Limpopo Province, South Africa",all_occurence_sampling,4 years,Na,NA,free-ranging,NA,"Kern, J.M., Radford, A.N. Strongly bonded individuals prefer to forage together in cooperatively breeding dwarf mongoose groups. Behav Ecol Sociobiol 75, 85 (2021). https://doi.org/10.1007/s00265-021-03025-0",
254,mongoose_grooming_weighted,kern_mongoose07.graphml,Mammalia,Helogale,parvula,Grooming, all observed grooming bouts lasting longer than 5 s that occurred between individuals aged 12 months and older,frequency," Sorabi Rock Lodge, Limpopo Province, South Africa",all_occurence_sampling,4 years,Na,NA,free-ranging,NA,"Kern, J.M., Radford, A.N. Strongly bonded individuals prefer to forage together in cooperatively breeding dwarf mongoose groups. Behav Ecol Sociobiol 75, 85 (2021). https://doi.org/10.1007/s00265-021-03025-0",
255,mongoose_grooming_weighted,kern_mongoose08.graphml,Mammalia,Helogale,parvula,Grooming, all observed grooming bouts lasting longer than 5 s that occurred between individuals aged 12 months and older,frequency," Sorabi Rock Lodge, Limpopo Province, South Africa",all_occurence_sampling,4 years,Na,NA,free-ranging,NA,"Kern, J.M., Radford, A.N. Strongly bonded individuals prefer to forage together in cooperatively breeding dwarf mongoose groups. Behav Ecol Sociobiol 75, 85 (2021). https://doi.org/10.1007/s00265-021-03025-0",
256,mongoose_grooming_weighted,kern_mongoose09.graphml,Mammalia,Helogale,parvula,Grooming, all observed grooming bouts lasting longer than 5 s that occurred between individuals aged 12 months and older,frequency," Sorabi Rock Lodge, Limpopo Province, South Africa",all_occurence_sampling,4 years,Na,NA,free-ranging,NA,"Kern, J.M., Radford, A.N. Strongly bonded individuals prefer to forage together in cooperatively breeding dwarf mongoose groups. Behav Ecol Sociobiol 75, 85 (2021). https://doi.org/10.1007/s00265-021-03025-0",
257,mongoose_grooming_weighted,kern_mongoose10.graphml,Mammalia,Helogale,parvula,Grooming, all observed grooming bouts lasting longer than 5 s that occurred between individuals aged 12 months and older,frequency," Sorabi Rock Lodge, Limpopo Province, South Africa",all_occurence_sampling,4 years,Na,NA,free-ranging,NA,"Kern, J.M., Radford, A.N. Strongly bonded individuals prefer to forage together in cooperatively breeding dwarf mongoose groups. Behav Ecol Sociobiol 75, 85 (2021). https://doi.org/10.1007/s00265-021-03025-0",
258,mongoose_grooming_weighted,kern_mongoose11.graphml,Mammalia,Helogale,parvula,Grooming, all observed grooming bouts lasting longer than 5 s that occurred between individuals aged 12 months and older,frequency," Sorabi Rock Lodge, Limpopo Province, South Africa",all_occurence_sampling,4 years,Na,NA,free-ranging,NA,"Kern, J.M., Radford, A.N. Strongly bonded individuals prefer to forage together in cooperatively breeding dwarf mongoose groups. Behav Ecol Sociobiol 75, 85 (2021). https://doi.org/10.1007/s00265-021-03025-0",
259,mongoose_grooming_weighted,kern_mongoose12.graphml,Mammalia,Helogale,parvula,Grooming, all observed grooming bouts lasting longer than 5 s that occurred between individuals aged 12 months and older,frequency," Sorabi Rock Lodge, Limpopo Province, South Africa",all_occurence_sampling,4 years,Na,NA,free-ranging,NA,"Kern, J.M., Radford, A.N. Strongly bonded individuals prefer to forage together in cooperatively breeding dwarf mongoose groups. Behav Ecol Sociobiol 75, 85 (2021). https://doi.org/10.1007/s00265-021-03025-0",
260,mongoose_grooming_weighted,kern_mongoose13.graphml,Mammalia,Helogale,parvula,Grooming, all observed grooming bouts lasting longer than 5 s that occurred between individuals aged 12 months and older,frequency," Sorabi Rock Lodge, Limpopo Province, South Africa",all_occurence_sampling,4 years,Na,NA,free-ranging,NA,"Kern, J.M., Radford, A.N. Strongly bonded individuals prefer to forage together in cooperatively breeding dwarf mongoose groups. Behav Ecol Sociobiol 75, 85 (2021). https://doi.org/10.1007/s00265-021-03025-0",
261,mongoose_grooming_weighted,kern_mongoose14.graphml,Mammalia,Helogale,parvula,Grooming, all observed grooming bouts lasting longer than 5 s that occurred between individuals aged 12 months and older,frequency," Sorabi Rock Lodge, Limpopo Province, South Africa",all_occurence_sampling,4 years,Na,NA,free-ranging,NA,"Kern, J.M., Radford, A.N. Strongly bonded individuals prefer to forage together in cooperatively breeding dwarf mongoose groups. Behav Ecol Sociobiol 75, 85 (2021). https://doi.org/10.1007/s00265-021-03025-0",
262,spider_contact_unweighted,hunt_spider.graphml,Arachnida,Stegodyphus,dumicola,Physical_contact,"hysical contact between any body parts of two spiders, when the colony is not active",NA,Northern Cape of South Africa,observations,6.5 weeks,NA,3x a week,captive,NA,"Hunt, E.R., Mi, B., Fernandez, C., Wong, B.M., Pruitt, J.N. and Pinter-Wollman, N. (2018). Social interactions shape individual and collective personality in social spiders. Proceedings of the Royal Society B: Biological Sciences, 285(1886), p.20181366. doi:https://doi.org/10.1098/rspb.2018.1366.",
263,sheep_proximity_weighted,moriss_sheep.graphml,Mammalia,Ovis,aries,Proximity,proximity of 1-1.5m for longer than 1s,duration,Scotland,proximity_logger,9 weeks,NA,24 hours,captive,Sex,"Morris, Alex; Innocent, Giles; Cunningham, Emma et al. (2023). Social network structure is robust to parasite induced changes in contact behavior of domestic sheep  [Dataset]. Dryad. https://doi.org/10.5061/dryad.vhhmgqp15",
264,lion_proximity_weighted,craft_lion01.graphml,Mammalia,Panthera,leo,Proximity,Pride interaction frequencies,,"Serengeti National Park, Tanzania",all_occurence_sampling,2213 hours,NA,NA,free-ranging,NA,"Craft, M. E. (2010). Ecology of infectious diseases in Serengeti lions. In D. MacDonald, & A. Loveridge (Eds.), Biology and conservation of wild felids (pp. 263–281). Oxford, UK: Oxford University Press.",
265,lion_proximity_weighted,craft_lion02.graphml,Mammalia,Panthera,leo,Proximity,Male coalitions that were resident in multiple prides,,"Serengeti National Park, Tanzania",all_occurence_sampling,2213 hours,NA,NA,free-ranging,NA,"Craft, M. E. (2010). Ecology of infectious diseases in Serengeti lions. In D. MacDonald, & A. Loveridge (Eds.), Biology and conservation of wild felids (pp. 263–281). Oxford, UK: Oxford University Press.",
266,lion_proximity_weighted,craft_lion03.graphml,Mammalia,Panthera,leo,Proximity,Males resident in a non-natal pride,,"Serengeti National Park, Tanzania",all_occurence_sampling,2213 hours,NA,NA,free-ranging,NA,"Craft, M. E. (2010). Ecology of infectious diseases in Serengeti lions. In D. MacDonald, & A. Loveridge (Eds.), Biology and conservation of wild felids (pp. 263–281). Oxford, UK: Oxford University Press.",
267,lion_proximity_weighted,craft_lion04.graphml,Mammalia,Panthera,leo,Proximity,"1: Direct neighbour, 2: 2nd tier neighbour, 3: 3rd tier",,"Serengeti National Park, Tanzania",all_occurence_sampling,2213 hours,NA,NA,free-ranging,NA,"Craft, M. E., Volz, E., Packer, C., & Meyers, L. A. (2009). Distinguishing epidemic waves from disease spillover in a wildlife population. Proceedings of the Royal Society of London B: Biological Sciences, 276, 1777–1785.",
268,macaque_grooming_weighted,demoor_macaque.graphml,Mammalia,Macaca,assamensis,Grooming,"affiliative behaviors (proximity, body contact and grooming",composite sociality index- frequency and duration,"Phu Khieo Wildlife Sanctuary, Thailand",continuous_focal_sampling,5 years,NA,40 mins a time,free-ranging,"kin class, peer status, age_difference","Delphine De Moor, Christian Roos, Julia Ostner, Oliver Schülke, Female Assamese macaques bias their affiliation to paternal and maternal kin, Behavioral Ecology, Volume 31, Issue 2, March/April 2020, Pages 493–507, https://doi.org/10.1093/beheco/arz213",
269,stickleback_shoaling_weighted,webster_stickleback_proximity01.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
270,stickleback_shoaling_weighted,webster_stickleback_proximity02.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
271,stickleback_shoaling_weighted,webster_stickleback_proximity03.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
272,stickleback_shoaling_weighted,webster_stickleback_proximity04.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
273,stickleback_shoaling_weighted,webster_stickleback_proximity05.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
274,stickleback_shoaling_weighted,webster_stickleback_proximity06.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
275,stickleback_shoaling_weighted,webster_stickleback_proximity07.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
276,stickleback_shoaling_weighted,webster_stickleback_proximity08.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
277,stickleback_shoaling_weighted,webster_stickleback_proximity09.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
278,stickleback_shoaling_weighted,webster_stickleback_proximity10.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
279,stickleback_shoaling_weighted,webster_stickleback_proximity11.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
280,stickleback_shoaling_weighted,webster_stickleback_proximity12.graphml,Actinopterygii,Gasterosteus,aculeatus,Shoaling/proximity,Fish were deemed to be shoaling if they were within 2 body lengths of each other.,frequency,"University of St Andrews, Scotland",video,2 hours,High,20 point samples every 6 minutes,captive,NA,"Webster, M.M., Atton, N., Hoppitt, W.J.E. & Laland, K.N., 2013. Environmental complexity influences association network structure and network-based diffusion of foraging information in fish shoals. The American Naturalist, 181(2), pp.235-244.",
