Network_ID,Network_Identifier,class,genus,species,interaction_type,definition_of_interaction,edge_wt_type,geographical_location,population_type,data_record_technique,time_span,resolution,time_span_per_day,attributes_available,is_connected,num_components,nodes,edges,network.density,highest.degree,avg.degree,std.degree.node,CV.degree,skewness,avg.node.strength,std.node.strength,CV.node.strength,avg.edge.strength,std.edge.strength,CV.edge.strength,highest.node.strength,deg.assort,avg.betw.centrality,std.betw.centrality,highest.betw,avg.betw.centrality.weighted,std.betw.centrality.weighted,highest.betw.weighted,clustering,clustering.weighted,transitivity,Q,Qmax,Qrel,cohesion,num.modules,avg.modsize,diameter,Citation
Network_1004.graphml,baboon_grooming_weighted,Mammalia,Papio,anubis,Grooming,grooming behaviour (physical contact),rate (duration and frequency),"Laikipia, Kenya",free-ranging,Focal_sampling,982 focal hours,NA,10 minutes,Sex,FALSE,2,16,48,0.4,11,6,2.646,0.441,-0.321,0.125,0.069,0.552,0.021,0.025,1.19,0.288,-0.23,0.035,0.035,0.128571429,0.102,0.132,0.342857143,0.49,0.047,0.486,0.166,0.499,0.333,0.666666667,2,7.5,3,"Pritchard, Alexander J., et al. “Individual Differences in Coping Styles and Associations with Social Structure in Wild Baboons (Papio Anubis).” Animal Behaviour, vol. 198, Apr. 2023, pp. 59–72, https://doi.org/10.1016/j.anbehav.2023.01.011. Accessed 2 Mar. 2023."
Network_1005.graphml,baboon_dominance_weighted,Mammalia,Papio,anubis,Dominance,physical contact aggression,rate (duration and frequency),"Laikipia, Kenya",free-ranging,Focal_sampling,982 focal hours,NA,10 minutes,Sex,FALSE,2,16,38,0.317,9,4.75,2.634,0.555,-0.069,0.125,0.085,0.68,0.026,0.016,0.615,0.306,-0.325,0.045,0.054,0.175419501,0.066,0.074,0.266666667,0.401,0.109,0.379,0.153,0.732,0.209,0.421052632,4,3.75,3,"Pritchard, Alexander J., et al. “Individual Differences in Coping Styles and Associations with Social Structure in Wild Baboons (Papio Anubis).” Animal Behaviour, vol. 198, Apr. 2023, pp. 59–72, https://doi.org/10.1016/j.anbehav.2023.01.011. Accessed 2 Mar. 2023."
Network_1006.graphml,baboon_proximity_weighted,Mammalia,Papio,anubis,Proximity,close spatial proximity of a 2m radius ,rate (duration and frequency),"Laikipia, Kenya",free-ranging,Focal_sampling,982 focal hours,NA,10 minutes,Sex,TRUE,1,28,373,0.987,27,26.643,0.895,0.034,-3.155,0.071,0.037,0.521,0.003,0.004,1.333,0.17,-0.114,0.001,0,0.000609439,0.065,0.111,0.376068376,0.988,0.044,0.988,0,0,NA,0.999994638,1,28,2,"Pritchard, Alexander J., et al. “Individual Differences in Coping Styles and Associations with Social Structure in Wild Baboons (Papio Anubis).” Animal Behaviour, vol. 198, Apr. 2023, pp. 59–72, https://doi.org/10.1016/j.anbehav.2023.01.011. Accessed 2 Mar. 2023."
Network_1007.graphml,baboon_proximity_weighted,Mammalia,Papio,anubis,Proximity,spatial proximity of a 5m radius,rate (duration and frequency),"Laikipia, Kenya",free-ranging,Focal_sampling,982 focal hours,NA,10 minutes,Sex,TRUE,1,28,377,0.997,27,26.929,0.258,0.01,-3.703,0.071,0.023,0.324,0.003,0.003,1,0.135,-0.074,0,0,0.000109577,0.067,0.12,0.461538462,0.997,0.111,0.997,0,0,NA,0.999984085,1,28,2,"Pritchard, Alexander J., et al. “Individual Differences in Coping Styles and Associations with Social Structure in Wild Baboons (Papio Anubis).” Animal Behaviour, vol. 198, Apr. 2023, pp. 59–72, https://doi.org/10.1016/j.anbehav.2023.01.011. Accessed 2 Mar. 2023."
Network_1008.graphml,baboon_grooming_weighted,Mammalia,Papio,anubis,Grooming,grooming behaviour (physical contact),rate (duration and frequency),"Laikipia, Kenya",free-ranging,Focal_sampling,982 focal hours,NA,10 minutes,Sex,FALSE,2,28,87,0.23,16,6.214,4.296,0.691,0.944,0.071,0.063,0.887,0.011,0.012,1.091,0.227,-0.565,0.03,0.049,0.20532502,0.068,0.089,0.361823362,0.4,0.038,0.282,0.191,0.662,0.289,0.528759943,3,9,3,"Pritchard, Alexander J., et al. “Individual Differences in Coping Styles and Associations with Social Structure in Wild Baboons (Papio Anubis).” Animal Behaviour, vol. 198, Apr. 2023, pp. 59–72, https://doi.org/10.1016/j.anbehav.2023.01.011. Accessed 2 Mar. 2023."
Network_1009.graphml,baboon_grooming_weighted,Mammalia,Papio,anubis,Grooming,grooming behaviour (physical contact),rate (duration and frequency),"Laikipia, Kenya",free-ranging,Focal_sampling,982 focal hours,NA,10 minutes,Sex,TRUE,1,28,71,0.188,12,5.071,2.658,0.524,0.348,0.071,0.049,0.69,0.014,0.01,0.714,0.21,-0.05,0.046,0.049,0.181845877,0.056,0.063,0.266381766,0.207,0.053,0.255,0.297,0.747,0.398,0.549342198,5,5.6,4,"Pritchard, Alexander J., et al. “Individual Differences in Coping Styles and Associations with Social Structure in Wild Baboons (Papio Anubis).” Animal Behaviour, vol. 198, Apr. 2023, pp. 59–72, https://doi.org/10.1016/j.anbehav.2023.01.011. Accessed 2 Mar. 2023."
Network_1010.graphml,chimpanzee_grooming_weighted,Mammalia,Pan,troglodytes,Grooming,grooming behaviour (physical contact),association (simple-ratio index),"Chimfunshi Wildlife Orphanage (CWO), Zambia.",semi-ranging,Focal_sampling,2 months,NA,5 minutes during daylight,,TRUE,1,73,142,0.054,45,3.89,5.251,1.35,6.855,3.89,5.251,1.35,1,0,0,45,-0.269,0.022,0.093,0.805132761,0.022,0.093,0.805132761,0,0,0,0.373,0.831,0.449,0.542310807,8,9.125,5,"Rawlings, B.S., van Leeuwen, E.J.C. & Davila-Ross, M. Chimpanzee communities differ in their inter- and intrasexual social relationships. Learn Behav 51, 48–58 (2023). https://doi.org/10.3758/s13420-023-00570-8"
Network_1011.graphml,chimpanzee_proximity_weighted,Mammalia,Pan,troglodytes,Proximity,proximity within 1m,association (simple-ratio index),"Chimfunshi Wildlife Orphanage (CWO), Zambia.",semi-ranging,Focal_sampling,2 months,NA,5 minutes during daylight,,FALSE,2,62,994,0.177,21,10.774,4.327,0.402,0.66,0.032,0.014,0.438,0.003,0.003,1,0.066,0.245,0.006,0.005,0.022629365,0.008,0.007,0.021857923,0.42,0.076,0.407,0.175,0.696,0.251,0.344317563,4,9.75,3,"Rawlings, B.S., van Leeuwen, E.J.C. & Davila-Ross, M. Chimpanzee communities differ in their inter- and intrasexual social relationships. Learn Behav 51, 48–58 (2023). https://doi.org/10.3758/s13420-023-00570-8"
Network_1012.graphml,chimpanzee_proximity_weighted,Mammalia,Pan,troglodytes,Proximity,proximity within 10m,association (simple-ratio index),"Chimfunshi Wildlife Orphanage (CWO), Zambia.",semi-ranging,Focal_sampling,2 months,NA,5 minutes during daylight,,TRUE,1,216,755,0.033,26,6.991,6.378,0.912,1.025,6.991,6.378,0.912,1,0,0,26,-0.114,0.011,0.019,0.156820184,0.011,0.019,0.156820184,0,0,0,0.387,0.761,0.509,0.626466833,7,30.85714286,7,"Rawlings, B.S., van Leeuwen, E.J.C. & Davila-Ross, M. Chimpanzee communities differ in their inter- and intrasexual social relationships. Learn Behav 51, 48–58 (2023). https://doi.org/10.3758/s13420-023-00570-8"
Network_1013.graphml,chacmababoon_proximity_weighted,Mammalia,Papio,ursinus,Proximity,within 10m of focal individual,frequency,"Namib Desert, Namibia",free-ranging,Scan_sampling,5 years,NA,dawn to dask ,"sex, age",TRUE,1,95,1080,0.242,58,22.737,15.029,0.661,0.349,0.021,0.014,0.667,0.001,0,0,0.054,-0.071,0.01,0.014,0.064419032,0.01,0.014,0.064419032,0.532,0.532,0.497,0.173,0.472,0.367,0.700921058,2,47.5,4,"Roatti, V. et al. (2023) ‘Social network inheritance and differentiation in wild baboons’, Royal Society Open Science, 10(5). doi:10.1098/rsos.230219."
Network_1014.graphml,chacmababoon_proximity_weighted,Mammalia,Papio,ursinus,Proximity,within 10m of focal individual,frequency,"Namib Desert, Namibia",free-ranging,Scan_sampling,5 years,NA,dawn to dask ,"sex, age",TRUE,1,108,1622,0.281,71,30.037,19.847,0.661,0.341,0.019,0.012,0.632,0.001,0,0,0.044,-0.155,0.007,0.011,0.063046056,0.007,0.011,0.063046056,0.616,0.616,0.549,0.148,0.614,0.241,0.533909413,4,27,4,"Roatti, V. et al. (2023) ‘Social network inheritance and differentiation in wild baboons’, Royal Society Open Science, 10(5). doi:10.1098/rsos.230219."
Network_1015.graphml,chacmababoon_proximity_weighted,Mammalia,Papio,ursinus,Proximity,within 10m of focal individual,frequency,"Namib Desert, Namibia",free-ranging,Scan_sampling,5 years,NA,dawn to dask ,"sex, age",TRUE,1,29,148,0.365,20,10.207,5.792,0.567,0.267,0.069,0.039,0.565,0.007,0,0,0.135,-0.377,0.025,0.035,0.123816103,0.025,0.035,0.123816103,0.664,0.664,0.534,0.133,0.68,0.196,0.452698115,4,7.25,3,"Roatti, V. et al. (2023) ‘Social network inheritance and differentiation in wild baboons’, Royal Society Open Science, 10(5). doi:10.1098/rsos.230219."
Network_1016.graphml,chacmababoon_grooming_weighted,Mammalia,Papio,ursinus,Grooming,grooming behaviour (physical contact),frequency,"Namib Desert, Namibia",free-ranging,ad-libitum ,5 years,NA,dawn to dask ,"sex, age",TRUE,1,27,26,0.074,26,1.926,4.721,2.451,5.5,1.926,4.721,2.451,1,0,0,26,-1,0.037,0.189,1,0.037,0.189,1,0,0,0,0,0,NA,0.99996154,1,27,2,"Roatti, V. et al. (2023) ‘Social network inheritance and differentiation in wild baboons’, Royal Society Open Science, 10(5). doi:10.1098/rsos.230219."
Network_1017.graphml,chacmababoon_grooming_weighted,Mammalia,Papio,ursinus,Grooming,grooming behaviour (physical contact),frequency,"Namib Desert, Namibia",free-ranging,ad-libitum ,5 years,NA,dawn to dask ,"sex, age",TRUE,1,96,95,0.021,95,1.979,9.544,4.823,9.952,1.979,9.544,4.823,1,0,0,95,-1,0.01,0.102,1,0.01,0.102,1,0,0,0,0,0,NA,1.000084218,1,96,2,"Roatti, V. et al. (2023) ‘Social network inheritance and differentiation in wild baboons’, Royal Society Open Science, 10(5). doi:10.1098/rsos.230219."
Network_1018.graphml,chacmababoon_grooming_weighted,Mammalia,Papio,ursinus,Grooming,grooming behaviour (physical contact),frequency,"Namib Desert, Namibia",free-ranging,ad-libitum ,5 years,NA,dawn to dask ,"sex, age",TRUE,1,86,85,0.023,85,1.977,9.005,4.555,9.438,1.977,9.005,4.555,1,0,0,85,-1,0.012,0.107,1,0.012,0.107,1,0,0,0,0,0,NA,0.999870605,1,86,2,"Roatti, V. et al. (2023) ‘Social network inheritance and differentiation in wild baboons’, Royal Society Open Science, 10(5). doi:10.1098/rsos.230219."
Network_1019.graphml,gartersnake_proximity_weighted,Reptilia,Thamnophis,butleri,Proximity,spatial proximity of 50m and temporal proximity of 5 days,probability of association,"Windsor, Ontario, Canada",free-ranging,mark-capture-recapture,12 years,NA,,"Sex, Weight, Snout-Vent length",FALSE,108,3228,17816,0.003,109,11.038,10.709,0.97,2.452,0.001,0.001,1,0,0,,0.004,0.425,0.002,0.008,0.2837441,0.004,0.019,0.32709541,0.645,0.186,0.525,0.841,0.943,0.892,0.837929936,34,80.02941176,25,"Skinner, M., Hazell, M., Jameson, J., & Lougheed, S. C. (n.d.). Social networks reveal sex- and age-patterned social structure in Butler’s Gartersnakes (Thamnophis Butleri). Behavioral Ecology. https://doi.org/10.1093/beheco/arad095"
Network_1020.graphml,gartersnake_proximity_weighted,Reptilia,Thamnophis,butleri,Proximity,spatial proximity of 50m and temporal proximity of 5 days,probability of association,"Windsor, Ontario, Canada",free-ranging,mark-capture-recapture,12 years,NA,,"Sex, Weight, Snout-Vent length",FALSE,140,3157,14462,0.003,76,9.162,8.895,0.971,2.328,0.001,0.001,1,0,0,,0.005,0.414,0.002,0.008,0.25296201,0.003,0.015,0.189938396,0.622,0.208,0.513,0.857,0.943,0.909,0.843024275,30,85.76666667,26,"Skinner, M., Hazell, M., Jameson, J., & Lougheed, S. C. (n.d.). Social networks reveal sex- and age-patterned social structure in Butler’s Gartersnakes (Thamnophis Butleri). Behavioral Ecology. https://doi.org/10.1093/beheco/arad095"
Network_1021.graphml,gartersnake_proximity_weighted,Reptilia,Thamnophis,butleri,Proximity,spatial proximity of 50m and temporal proximity of 5 days,probability of association,"Windsor, Ontario, Canada",free-ranging,mark-capture-recapture,12 years,NA,,"Sex, Weight, Snout-Vent length",FALSE,213,2886,9149,0.002,60,6.34,6.52,1.028,2.499,0.001,0.001,1,0,0,,0.007,0.435,0.001,0.003,0.052261277,0.001,0.005,0.06276943,0.57,0.271,0.505,0.822,0.929,0.885,0.501168482,21,61,22,"Skinner, M., Hazell, M., Jameson, J., & Lougheed, S. C. (n.d.). Social networks reveal sex- and age-patterned social structure in Butler’s Gartersnakes (Thamnophis Butleri). Behavioral Ecology. https://doi.org/10.1093/beheco/arad095"
Network_1022.graphml,gartersnake_proximity_weighted,Reptilia,Thamnophis,butleri,Proximity,spatial proximity of 50m and temporal proximity of 5 days,probability of association,"Windsor, Ontario, Canada",free-ranging,mark-capture-recapture,12 years,NA,,"Sex, Weight, Snout-Vent length",FALSE,442,1604,1645,0.001,14,2.051,1.693,0.825,2.582,0.001,0.001,1,0.001,0,0,0.01,0.553,0,0,0.004263292,0,0,0.004244928,0.296,0.077,0.57,0.775,0.851,0.911,0.162319701,10,16.1,17,"Skinner, M., Hazell, M., Jameson, J., & Lougheed, S. C. (n.d.). Social networks reveal sex- and age-patterned social structure in Butler’s Gartersnakes (Thamnophis Butleri). Behavioral Ecology. https://doi.org/10.1093/beheco/arad095"
Network_1023.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,4,6,1,3,3,0,0,NA,0.5,0.167,0.334,0.167,0.129,0.772,0.716,,0,0,0,0.333,0.333,0.666666667,1,0.288,1,0,0,NA,1,1,4,1,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
Network_1024.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,5,10,1,4,4,0,0,NA,0.4,0.05,0.125,0.1,0.09,0.9,0.445,,0,0,0,0.267,0.343,0.833333333,1,0.255,1,0,0,NA,1,1,5,1,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
Network_1025.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,5,9,0.9,4,3.6,0.49,0.136,-0.85,0.4,0.182,0.455,0.111,0.125,1.126,0.71,-0.5,0.033,0.027,0.055555556,0.167,0.149,0.333333333,0.9,0.183,0.875,0,0,NA,1,1,5,2,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
Network_1026.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,3,3,1,2,2,0,0,NA,0.667,0.161,0.241,0.333,0.161,0.483,0.894,,0,0,0,0,0,0,1,0.61,1,0,0,NA,1,1,3,1,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
Network_1027.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,15,68,0.648,12,9.067,1.982,0.219,-0.813,0.133,0.073,0.549,0.015,0.023,1.533,0.274,-0.111,0.027,0.016,0.057757718,0.062,0.072,0.230769231,0.664,0.043,0.67,0.083,0.421,0.197,0.661740377,2,7.5,2,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
Network_1028.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,5,10,1,4,4,0,0,NA,0.4,0.113,0.282,0.1,0.087,0.87,0.478,,0,0,0,0.233,0.291,0.666666667,1,0.272,1,0,0,NA,1,1,5,1,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
Network_1029.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,5,10,1,4,4,0,0,NA,0.4,0.124,0.31,0.1,0.071,0.71,0.525,,0,0,0,0.233,0.291,0.666666667,1,0.361,1,0,0,NA,1,1,5,1,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
Network_1030.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,3,3,1,2,2,0,0,NA,0.667,0.245,0.367,0.333,0.245,0.736,0.916,,0,0,0,0.333,0.471,1,1,0.361,1,0,0,NA,1,1,3,1,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
Network_1031.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,5,10,1,4,4,0,0,NA,0.4,0.163,0.408,0.1,0.087,0.87,0.618,,0,0,0,0.267,0.343,0.833333333,1,0.26,1,0,0,NA,1,1,5,1,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
Network_1032.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,4,6,1,3,3,0,0,NA,0.5,0.095,0.19,0.167,0.129,0.772,0.617,,0,0,0,0.333,0.333,0.666666667,1,0.327,1,0,0,NA,1,1,4,1,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
Network_1033.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,7,17,0.81,6,4.857,0.99,0.204,-0.971,0.286,0.197,0.689,0.059,0.084,1.424,0.65,-0.363,0.038,0.038,0.094444444,0.162,0.257,0.6,0.867,0.092,0.826,0.014,0.484,0.029,0.529427336,2,3.5,2,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
Network_1034.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,6,13,0.867,5,4.333,0.745,0.172,-1.126,0.333,0.117,0.351,0.077,0.063,0.818,0.485,-0.444,0.033,0.033,0.066666667,0.183,0.273,0.7,0.9,0.248,0.867,0,0,NA,1.000076929,1,6,2,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
Network_1035.graphml,bonobo_grooming_weighted,Mammalia,Pan,paniscus,Grooming,each instance where a subject manipulates the receiverâ€™s body surface and hair with its fingers or lips.,frequency,"Apenheul (Apeldoorn, the Netherlands), La VallÃ©e Des Singes (Romagne, France), Ouwehands Dierenpark (Rhenen, the Netherlands), Twycross Zoo (Twycross, United Kingdom), Wilhelma Zoological and Botanical Garden (Stuttgart, Germany), Wuppertal Zoo (Wuppertal, Germany), Zoo Frankfurt (Frankfurt-Am-Main, Germany) and Zoo Planckendael (Mechelen, Belgium).Â ",captive,Scan_sampling,11 years,NA,10 minutes,"Sex, Age, Rearing status",TRUE,1,6,13,0.867,5,4.333,0.745,0.172,-1.126,0.333,0.173,0.52,0.077,0.083,1.078,0.532,-0.444,0.033,0.033,0.066666667,0.167,0.243,0.6,0.9,0.161,0.867,0,0,NA,1.000076929,1,6,2,"Torfs, J. R. R., Stevens, J. M. G., Verspeek, J., Laméris, D. W., Guéry, J., Eens, M., & Staes, N. (2023). Multi-group analysis of grooming network position in a highly social primate. PLoS ONE, 18(4), e0284361. https://doi.org/10.1371/journal.pone.0284361"
